PRODUCT
1X40'HCSTC838PKGSOFGROUNDTURMERIC  (2%- , 3%CURCUMIN)  ETOTREATEDHSCODE=09103030S , BNO=2824143-30.07.2024SWIFTFILINGAMS , SCACCODE=SIFKFREIGHTCOLLECT
TC-WS701   (Curcumin)   - Turmeric color   (plant-based colorant)   used in food production. 10kg- 1 CTN. Expiry date 01-2026
Food ingredients Nano Curcumin 10%, extracted from turmeric   (Curcuminoids content 10%)  , batch CLRE10 10060824N, manufactured on August 7, 2024, expired on August 6, 2026, 25kg-month, manufactured by APOLLO INGREDIENTS INDIA PVT.LTD. 100% new
Raw materials for food production and dietary supplements Nano curcumin 10%, extracted from yellow turmeric   (h-l Curcuminoids>=10%)  , yellow powder, 25kg-month, batch: CLRE10 10050724N, manufactured 07-2024, expired 06-2027, used as food ingredients. 100% new
TURMERIC POWDER 1.5 PERCENT CURCUMIN CUMIN PO , WDER 2.0 PERCENT V.O
1PC CURCUMIN CTYSTALLINE 95% EXTRA PURE 10GM
GLUCOSAINE COLLAGEN CURCUMIN TABLETS 
6 ITEMS OF CLOTHING BABY BOOK REPLACEMENT KIT 3 BOTTLE OF CURCUMIN CHILDREN'S BOOK  PERFUME
TOUS AEROSOL CHILD , ORGANIC CURCUMIN , NATURAL PROBIOTIC , YELLOW , MULTIVITAMIN , CHILDREN , COMPRESS 
MINT OIL CAPSULES ,PITCHER -DOPHILUS EPS 5 MIL , NOW PHYTOSOME CURCUMIN ,L -METHYLFOLATE 15MG B12 , Vocational School -Yo 
CURCUMIN
CURCUMIN "SAN-EI", SAN YELLOW NO.2AU(SAFFLOWER EXTRACT),NUTMEG LIQUID SP-77543,
DO 24480269-001 ORDER PROCESS: BGA5350 DECLARATION (1-5) NEW GOODS // IMPORT REGISTRATION NO REG-50133600-20240809N DATE 2024-08-09 APPROVED INVIMA VINVIMA-24-0100296 DATE 2024-08-09 // HEALTH INSPECTION CERTIFICATE NOCR-2024019088 DATED 2024-09-02 //. ITEM ACCORDING TO INVOICE: 1001, VEXCON AT-1001; PRODUCT: DYE RAW MATERIALS, VEXCON AT-1001, ORIGIN: VEGETABLE, COMPOSITION: VEGETABLE OIL, BIXIN, CURCUMIN, PHYSICAL ASPECT: ORANGE OIL LIQUID, PACKAGING TYPE: 4 KG, 5 KG AND 10 KG HIGH DESITY POLYETHYLENE DRUMS IN CARDBOARD BOXES, USE: RAW MATERIAL (DYE) FOR SINGLE USE IN THE FOOD INDUSTRY FOR HUMAN CONSUMPTION, BRAND: VEXCON INT, REFERENCE: VEXCON AT 1001, LOT: 04-10010624 FAB. Date: 12-JUN-2024 EXP. Date: 12-JUN-2025 // LOT: 05-10010724 FAB. Date: 05-JUL-2024 EXP. Date: 05-JUL-2025, COUNTRY OF ORIGIN: MEXICO - 493. QTY (800) KG // ITEM ACCORDING TO INVOICE: 5001, TURMERIC WS-5001; PRODUCT: DYE RAW MATERIALS, TURMERIC CURCUMIN WS 5001, ORIGIN: VE
Curcumin
TURMERIC POWDER PRIYA 2.5% CURCUMIN MIN PACKING: 25 KGS IN PP BAGS
TURMERIC POWDER 5% CURCUMIN, PACKING : 25KG HDPE LAMINATED PAPER BAG WITH 200GSMINNER LINER. OTHER DETAILS AS PER INV
155 CARTONS TURMERIC GROUND 3% CURCUMIN,STEAM TREATED LOT NO: 1240022I
24 KGS CURCUMIN 95% POWDER PACKED IN HMHDPE PAIL WITH SUITABLE CRATES WEIGHING12 KGS NETT EACH
Nano Curcumin Extract Curcumin 20%, Curcumin Extract
CGM CURCUMIN GRANULAR BLEND OF CURCUMINAND FENUGREEK FIBRE, PACKED IN 40 X 25KG HDPE DRUM
HERBAL EXTRACT - CURCUMIN EXTRACT, BATCHNO.: UOOSCL62820724
TURMERIC POWDER SPECIFICATIONS: 1%CURCUMIN PACKING IN 25KG LAMINATED PAPER BAGS WITH PLASTIC LINER INSIDE
GLARIGO GEM OIL 25 LTR BIO ACTIVATED CURCUMIN  - FEED GRADE - POULTRY FEED SUPPLEMENT
TURMERIC POWDER MIN 2.5% CURCUMIN 160 NOS HDPE BAGS OF NET 25.00 KGS
CURCUMIN C3 COMPLEX CURCUMA LONGA EXTRACT  SCNJPO/24-25/00134 DT:09-JUL-24  BATCH NOS: J240224-1000 KGS
CURCUMIN COLOUR POWDER
Curcumin Extract CurcuWIN Curcumin DNS HB Pdr 20%-025  Item Code: 300040025, GREEN CARD NO. 21184 DT. 05.08.2022 VALID D
Value added extract of the herbs named as "CURCUMIN 90%  POWDER"
Turmeric Powder 3-3.5 Curcumin
OLEORESIN TURMERIC 85% CURCUMIN POWDERSOLVENT ETHYLACETATE BETWEEN 1000-2000PPM & ETHYL ALCOHOL BETWEEN 500-1000 PP
CURCUMIN C3 COMPLEX 80 MESH CURCUMA LONGA EXTRACT FJ SJCPO/24-25/0052 DT:17-APR-24 BATCH NOS: C241552E-500 KGS
OLEORESIN TURMERIC 95 %  CURCUMIN POWDER
HERBAL SUPPLEMENTS- BOSWELLIA CURCUMIN
CURCUMIN POWDER-6% PRODUCT CODE TUP-013
TURMERIC POWDER 2.5 CURCUMIN PACKED IN BOX
TURMERIC POWDER 3.5 CURCUMIN PACKED IN PP BAGS
TURMERIC BROKEN 2% CURCUMIN
OLEORESIN TURMERIC C14 CURCUMIN
CURCUMIN/TURMERIC CURCUMA LONGA EXTRACT
CURCUWIN CURCUMIN DNS HB PDR , CONTAINING , TOTAL FOUR HUNDRED SEVENTY , FIVE PACKAGES ONLY ,   (475 PACKAGES ONLY)   , CURCUMIN EXTRACT
Raw material for food production and dietary supplements Nano Curcumin 20% ,  extracted from turmeric   (Curcuminoids content>=20%)   batch CLRE20 10040724N ,  manufactured date 07-2024 ,  expired date 06-2027 ,  25kg-CTN ,  used as food ingredients. 100% new
